"Drug","INN","Disease","Applicant","Parent_Company","Technology","Therapeutic_Area","Severity_Tier","Country","Decision_Type","Evaluation_Raw","Decision_Status_Raw","Access_Outcome","Restriction_Level","Reason_Category","Decision_Year","Decision_Date_Raw","Comparator_Category","Comparator_Raw","Evidence_Type","Reason_Text","ICER_Raw","Main_Uncertainty","Conditions","Notes","Comments","Data_Source","Row_Ref","Is_Positive","Is_Assessed","ICER_Min_SEK_per_QALY (Sweden only, curated)","ICER_Max_SEK_per_QALY (Sweden only, curated)","ICER_Basis_Note (Sweden only)","Technology_Group","Drug_Any_Positive (helper)","Drug_First_Positive_Year (helper)","hta_decision_date","ema_ma_date","time_to_decision_years","time_flag"
"Hemlibra","emicizumab","Hemophilia A","Roche AB","Roche","Monoclonal antibody (bispecific)","Hematology",,"Denmark","Other / unclassified process","Included in Medicinrådet hemophilia A treatment guideline and drug recommendation","Recommended / established standard-of-care option","Positive","Broad","N/A",2026,"Current hemophilia A recommendation effective 01/05/2026","Active comparator drug(s)","FVIII prophylaxis and newer alternatives such as Altuvoct and marstacimab","Not specified / unclear","Comparator/positioning issue + Price / cost-effectiveness","No ICER in current recommendation; ranked through treatment guideline and cost-based recommendation logic","Treatment positioning, cost ranking, patient selection versus FVIII products","Hemophilia A, especially patients where FVIII prophylaxis is unsuitable, insufficient or difficult to administer","Used as key comparator/context in later Danish hemophilia A evaluations","Essential context row. Hemlibra explains why hemophilia A gene therapies must prove value against a strong, convenient subcutaneous standard.","Primary xlsx database",11,TRUE,TRUE,,,,"Monoclonal antibody",1,,2026-07-01,2018-02-23,8.35044490075291,"ok"
"Hemlibra","emicizumab","Hemophilia A","Roche AB","Roche","Monoclonal antibody (bispecific)","Hematology",,"Norway","Rapid / simplified HTA","Rapid HTA (Hurtig metodevurdering)","Recommended","Positive","Broad","N/A",2018,"2018-12-17 00:00:00","Active comparator drug(s)","Bypassing agents and existing prophylaxis for inhibitor patients","Not specified / unclear","Not specified","Cost-effectiveness assessment conducted; exact ICER confidential","Limited long-term evidence and indirect comparisons","Price equal to or below negotiated level","Approved for Hemophilia A patients with inhibitors after HTA review.","Became standard prophylaxis option for inhibitor population.","Primary xlsx database",11,TRUE,TRUE,,,,"Monoclonal antibody",1,,2018-12-17,2018-02-23,0.813141683778234,"ok"
"Beqvez","Fidanacogene elaparvovec","Hemophilia B","Pfizer","Pfizer","Gene therapy (in vivo AAV)","Hematology",,"Sweden","No formal assessment / not assessed","Not assessed in sweden - withdrawn drom European Commercialization","Not assessed in sweden - withdrawn drom European Commercialization","Withdrawn","Not Applicable","Administrative/Procedural",,"Not assessed in sweden - withdrawn drom European Commercialization","Not applicable / Not assessed","Not assessed in sweden - withdrawn drom European Commercialization","Not specified / unclear","Administrative/procedural","Not assessed in sweden - withdrawn drom European Commercialization","Not assessed in sweden - withdrawn drom European Commercialization","Not assessed in sweden - withdrawn drom European Commercialization","Not assessed in sweden - withdrawn drom European Commercialization","Not assessed in sweden - withdrawn drom European Commercialization","Primary xlsx database",12,FALSE,TRUE,,,"not assessed in Sweden","Gene therapy",0,,,2024-09-19,,"missing"
"Beqvez","Fidanacogene elaparvovec","Hemophilia B","Pfizer","Pfizer","Gene therapy (in vivo AAV)","Hematology",,"Denmark","Full / standard HTA","Medicinrådet assessment initiated but discontinued","Withdrawn","Withdrawn","Not Applicable","Administrative/Procedural",2023,"Request received 12/11/2023; withdrawn 28/05/2024","Active comparator drug(s)","Expected comparator: FIX prophylaxis","Not specified / unclear","Administrative/procedural + Clinical evidence uncertainty + Price / cost-effectiveness","N/A","Not assessed; expected uncertainty around durability, safety, comparative benefit and price","Hemophilia B gene therapy population","Application withdrawn before recommendation","Important watchlist/failure-to-complete case. Denmark has access to Hemgenix, while Beqvez did not complete the Danish process.","Primary xlsx database",12,FALSE,TRUE,,,,"Gene therapy",0,,2023-07-01,2024-09-19,-1.22108145106092,"negative (HTA before MA — check dates)"
"Beqvez","Fidanacogene elaparvovec","Hemophilia B","Pfizer","Pfizer","Gene therapy (in vivo AAV)","Hematology",,"Norway","Other / unclassified process","Withrawn from EMA","Withrawn from EMA","Withdrawn","Not Applicable","Administrative/Procedural",,"Withrawn from EMA","Other / mixed comparator","Withrawn from EMA","Not specified / unclear","Not specified","Withrawn from EMA","Withrawn from EMA","Withrawn from EMA","Withrawn from EMA","Withrawn from EMA","Primary xlsx database",12,FALSE,TRUE,,,,"Gene therapy",0,,,2024-09-19,,"missing"
"Hympavzi","marstacimab","Hemophilia A and B","Pfizer","Pfizer","Monoclonal antibody","Hematology",,"Sweden","Early / horizon scanning only","Early assessment / monitoring (no completed TLV reimbursement decision identified)","No Swedish reimbursement decision identified / under market access monitoring","Ongoing/Pending","Not Applicable","N/A",,"N/A","Active comparator drug(s)","Hemlibra, Alhemo, FVIII/FIX prophylaxis (expected comparators)","Not specified / unclear","Comparator/positioning issue","N/A","Pricing and positioning versus established non-factor prophylaxis therapies; limited Swedish HTA information currently available","N/A","No completed Swedish HTA or reimbursement assessment identified at present. Appears mainly in pipeline and early assessment discussions.","Important emerging competitor. In Denmark it was directly incorporated into national treatment guidelines, highlighting different Nordic access approaches.","Primary xlsx database",13,FALSE,TRUE,,,"ongoing/pending","Monoclonal antibody",1,,,2024-11-18,,"missing"
"Hympavzi","marstacimab","Hemophilia A and B","Pfizer","Pfizer","Monoclonal antibody","Hematology",,"Denmark","Other / unclassified process","Direct placement into Medicinrådet hemophilia A and B treatment guidelines","Recommended / placed in guideline","Positive","Broad","N/A",2025,"Direct placement approved 03/09/2025; recommendation effective 01/05/2026","Active comparator drug(s)","Hemlibra for hemophilia A; relevant hemophilia B prophylaxis alternatives","Not specified / unclear","Comparator/positioning issue","No ICER; direct placement based on evidence review and Amgros negotiation","Comparative evidence and positioning versus existing prophylaxis options","Patients ≥12 years and ≥35 kg with severe hemophilia A or B without inhibitors","Added to both hemophilia A and B pathways","Not gene therapy, but important because it shows Denmark is actively expanding non-factor prophylaxis options.","Primary xlsx database",13,TRUE,TRUE,,,,"Monoclonal antibody",1,,2025-07-01,2024-11-18,0.616016427104723,"ok"
"Hympavzi","marstacimab","Hemophilia A and B","Pfizer","Pfizer","Monoclonal antibody","Hematology",,"Norway","Full / standard HTA","Single-drug Method Assessment (without full economic model)","Under assessment / No final introduction decision identified","Ongoing/Pending","Not Applicable","N/A",2026,"03/02/2026 (assessment publication)","Active comparator drug(s)","Personalized FVIII/FIX prophylaxis; existing standard prophylaxis","Not specified / unclear","Not specified","No ICER reported","Clinical benefit versus optimized prophylaxis; higher annualized joint bleeding rates than existing individualized treatment strategies","None yet","DMP completed clinical assessment for severe Hemophilia A and B without inhibitors.","Norway appears more cautious than Sweden regarding newer non-factor prophylaxis agents when effective standard factor treatment already exists.","Primary xlsx database",13,FALSE,TRUE,,,,"Monoclonal antibody",1,,2026-07-01,2024-11-18,1.61533196440794,"ok"
"Alhemo","concizumab","Hemophilia B","Novo Nordisk AB","Novo Nordisk","Monoclonal antibody","Hematology",,"Sweden","Full / standard HTA","Reimbursement/Subvention Assessment + Cost Comparison","Reimbursed with restriction","Restricted Positive","Restricted","N/A",2025,"21/11/2025 (effective 25/11/2025)","Active comparator drug(s)","NovoSeven (eptacog alfa activated)","Not specified / unclear","Price / cost-effectiveness","No ICER reported; cost-comparison approach. Lower treatment cost than NovoSeven","No direct comparative trials; reliance on indirect comparison; differences between study populations and study designs","Only reimbursed for Hemophilia B patients with inhibitors where immune tolerance induction (ITI) failed","TLV concluded Alhemo provides at least comparable efficacy with lower drug costs than NovoSeven, resulting in reimbursement for a narrow inhibitor population.","Good example of successful market access by targeting a small, high-cost niche population where economic value is easier to demonstrate.","Primary xlsx database",14,TRUE,TRUE,,,"none public - cost-comparison approach, not cost-utility","Monoclonal antibody",1,,2025-07-01,2024-12-13,0.54757015742642,"ok"
"Alhemo","concizumab","Hemophilia B","Novo Nordisk AB","Novo Nordisk","Monoclonal antibody","Hematology",,"Denmark","Other / unclassified process","Direct placement into Medicinrådet hemophilia B treatment guideline","Recommended / placed in guideline","Positive","Broad","N/A",2026,"2026-01-21 00:00:00","Active comparator drug(s)","Marstacimab and other hemophilia B prophylaxis options","Not specified / unclear","Comparator/positioning issue","No ICER; direct guideline placement","Comparative evidence, patient positioning, safety and practical use","Patients ≥12 years with hemophilia B without inhibitors","Concizumab was placed into the hemophilia B treatment pathway","Important non-factor competitor in hemophilia B. Helps explain why future gene therapies face more complex comparator landscapes.","Primary xlsx database",14,TRUE,TRUE,,,,"Monoclonal antibody",1,,2026-01-21,2024-12-13,1.10609171800137,"ok"
"Alhemo","concizumab","Hemophilia B","Novo Nordisk AB","Novo Nordisk","Monoclonal antibody","Hematology",,"Norway","Full / standard HTA","Requested assessment (method assessment without health-economic analysis planned)","Cancelled / Withdrawn","Withdrawn","Not Applicable","Administrative/Procedural",2025,"2025-03-17 00:00:00","Active comparator drug(s)","NovoSeven (expected comparator)","Not specified / unclear","Administrative/procedural","Not assessed","No assessment completed because manufacturer did not submit documentation within required timeframe",,"Bestillerforum cancelled the assessment after documentation was not submitted within 12 months.","Unlike Sweden, no reimbursement assessment was completed. Good example of pipeline attrition before decision stage.","Primary xlsx database",14,FALSE,TRUE,,,,"Monoclonal antibody",1,,2025-03-17,2024-12-13,0.257357973990418,"ok"
"Altuvoct","efanesoctocog alfa","Hemophilia A","Swedish Orphan Biovitrum AB (SOBI)","Sobi (Swedish Orphan Biovitrum)","Recombinant protein (extended half-life factor)","Hematology",,"Sweden","Managed introduction / price negotiation","Reimbursement/Subvention Assessment + Cost Comparison + side agreement","Reimbursed with restriction","Restricted Positive","Restricted","N/A",2025,"25/09/2025 (effective 01/10/2025)","Active comparator drug(s)","Jivi (≥7 years), Elocta (<7 years), Hemlibra considered clinically relevant","Not specified / unclear","Clinical evidence uncertainty + Price / cost-effectiveness","No ICER reported; cost-comparison approach. Cost judged acceptable only in pediatric subgroup after confidential side agreement","Uncertainty regarding dose assumptions required to achieve comparable efficacy; comparison based largely on pharmacokinetic modelling and indirect evidence; uncertainty around true comparative benefit versus intensified FVIII prophylaxis","Severe Hemophilia A children only; repeated breakthrough bleeds despite prophylactic treatment with another FVIII concentrate","TLV concluded Altuvoct provides comparable bleeding protection to intensified FVIII prophylaxis but is more expensive for the overall population. Side agreement reduced net cost sufficiently for pediatric reimbursement only.","Illustrates Sweden’s willingness to reimburse incremental innovation when accompanied by price concessions and narrow patient restrictions. NT-rådet later coordinated a regional agreement (2026–2028).","Primary xlsx database",15,TRUE,TRUE,,,"none public - cost-comparison approach, not cost-utility","Recombinant protein",1,,2025-07-01,2024-06-17,1.03764544832307,"ok"
